ID,SENDER_USER_ID,MERCHANT_USER_ID,MERCHANT_ID,DATE_CREATION,COUNTRY_CODE,SAV_GROUP_ID
3068883,1136826,16109,16,2018-10-09 08:23:32,fr-fr,17
3207798,16109,16109,16,2018-10-25 08:28:09,fr-fr,17
3011064,16109,16109,16,2018-10-02 07:56:08,fr-fr,17
3190149,1136826,16109,16,2018-10-23 11:43:39,fr-fr,17
3069435,1136826,16109,16,2018-10-09 08:55:54,fr-fr,17
3080055,16109,16109,16,2018-10-10 09:04:21,fr-fr,17
3028671,16109,16109,16,2018-10-03 16:05:22,fr-fr,17
3158585,1136826,16109,16,2018-10-19 06:51:28,fr-fr,17
3181505,1136826,16109,16,2018-10-22 14:32:53,fr-fr,17
3009916,6416,16109,16,2018-10-02 03:06:44,fr-fr,17
3095163,16109,16109,16,2018-10-11 14:51:00,fr-fr,17
3159795,16109,16109,16,2018-10-19 08:27:34,fr-fr,17
3190623,16109,16109,16,2018-10-23 12:21:17,fr-fr,17
3021939,1136826,16109,16,2018-10-03 07:51:12,fr-fr,17
3078616,16109,16109,16,2018-10-10 07:28:39,fr-fr,17
3009917,6416,16109,16,2018-10-02 03:10:40,fr-fr,17
3010411,141777,141777,53,2018-10-02 06:59:13,fr-fr,18
3224808,399734,399734,106,2018-10-27 08:50:07,fr-fr,19
3224807,399734,399734,106,2018-10-27 08:50:07,fr-fr,19
3011012,6416,399734,106,2018-10-02 07:51:24,fr-fr,19
3021265,399734,399734,106,2018-10-03 06:37:47,fr-fr,19
3197143,6416,399734,106,2018-10-24 08:05:20,fr-fr,19
3011126,6416,189516,65,2018-10-02 08:00:09,fr-fr,20
3011493,189516,189516,65,2018-10-02 08:24:40,fr-fr,20
3011040,6416,189516,65,2018-10-02 07:53:49,fr-fr,20
3013270,527252,527252,131,2018-10-02 10:08:15,es-es,21
3053600,1136352,527252,131,2018-10-07 10:10:14,es-es,21
3034351,1136352,527252,131,2018-10-04 10:33:20,es-es,21
3047535,527252,527252,131,2018-10-05 15:07:37,es-es,21
3047624,1136352,527252,131,2018-10-05 15:13:22,es-es,21
3034632,527252,527252,131,2018-10-04 10:57:28,es-es,21
3011209,1136352,527252,131,2018-10-02 08:05:50,es-es,21
3032770,1136352,527252,131,2018-10-04 08:40:45,es-es,21
3011191,6416,527252,131,2018-10-02 08:04:58,es-es,21
3058877,527252,527252,131,2018-10-08 10:05:16,es-es,21
3047497,1136352,527252,131,2018-10-05 15:05:02,es-es,21
3047653,527252,527252,131,2018-10-05 15:15:11,es-es,21
3034332,1136352,527252,131,2018-10-04 10:31:58,es-es,21
3052464,1136352,527252,131,2018-10-06 16:29:40,es-es,21
3028374,98471,98471,47,2018-10-03 15:43:01,fr-be,22
3011509,6416,98471,47,2018-10-02 08:25:56,fr-be,22
3011860,6416,644623,155,2018-10-02 08:45:45,es-es,23
3015176,644623,644623,155,2018-10-02 12:23:18,es-es,23
3022936,644623,644623,155,2018-10-03 09:01:53,es-es,23
3096316,265686,644623,155,2018-10-11 16:19:44,es-es,23
3096778,644623,644623,155,2018-10-11 17:13:07,es-es,23
3095764,644623,644623,155,2018-10-11 15:36:11,es-es,23
3020716,265686,644623,155,2018-10-02 21:48:34,es-es,23
3012659,6416,572588,139,2018-10-02 09:32:09,fr-fr,24
3012964,1140842,572588,139,2018-10-02 09:50:42,fr-fr,24
3012962,1140842,572588,139,2018-10-02 09:50:40,fr-fr,24
3014475,572588,572588,139,2018-10-02 11:30:06,fr-fr,24
3158963,399734,399734,106,2018-10-19 07:31:16,fr-fr,25
3108278,399734,399734,106,2018-10-13 16:03:37,fr-fr,25
3103430,1142000,399734,106,2018-10-12 14:16:24,fr-fr,25
3012774,6416,399734,106,2018-10-02 09:40:13,fr-fr,25
3021254,399734,399734,106,2018-10-03 06:34:45,fr-fr,25
3231913,1142000,399734,106,2018-10-29 10:01:41,fr-fr,25
3238661,399734,399734,106,2018-10-29 16:33:22,fr-fr,25
3056332,1099166,399734,106,2018-10-08 07:39:25,fr-fr,25
3069754,399734,399734,106,2018-10-09 09:11:44,fr-fr,25
3012802,6416,382590,99,2018-10-02 09:41:53,fr-fr,26
3012949,6416,382590,99,2018-10-02 09:50:09,fr-fr,26
3012978,382590,382590,99,2018-10-02 09:51:15,fr-fr,26
3012931,382590,382590,99,2018-10-02 09:48:55,fr-fr,26
3012865,1141936,382590,99,2018-10-02 09:45:35,fr-fr,26
3012958,1141936,382590,99,2018-10-02 09:50:36,fr-fr,26
3012838,382590,382590,99,2018-10-02 09:43:51,fr-fr,26
3012899,1141936,382590,99,2018-10-02 09:47:41,fr-fr,26
3012879,382590,382590,99,2018-10-02 09:46:21,fr-fr,26
3022544,770874,141777,53,2018-10-03 08:35:58,fr-fr,27
3021768,141777,141777,53,2018-10-03 07:36:20,fr-fr,27
3025625,141777,141777,53,2018-10-03 12:28:08,fr-fr,27
3012869,6416,141777,53,2018-10-02 09:45:48,fr-fr,27
3014511,272679,184664,64,2018-10-02 11:32:33,fr-fr,28
3130872,184664,184664,64,2018-10-16 13:54:45,fr-fr,28
3024597,184664,184664,64,2018-10-03 11:01:45,fr-fr,28
3094156,184664,184664,64,2018-10-11 13:37:55,fr-fr,28
3094237,272679,184664,64,2018-10-11 13:44:07,fr-fr,28
3121712,272679,184664,64,2018-10-15 16:27:19,fr-fr,28
3034368,272679,184664,64,2018-10-04 10:34:32,fr-fr,28
3024757,272679,184664,64,2018-10-03 11:15:07,fr-fr,28
3025037,184664,184664,64,2018-10-03 11:39:31,fr-fr,28
3028129,272679,184664,64,2018-10-03 15:23:37,fr-fr,28
3081934,184664,184664,64,2018-10-10 11:03:27,fr-fr,28
3035756,272679,184664,64,2018-10-04 12:35:03,fr-fr,28
3094274,184664,184664,64,2018-10-11 13:47:01,fr-fr,28
3084996,272679,184664,64,2018-10-10 14:49:37,fr-fr,28
3013312,6416,184664,64,2018-10-02 10:10:11,fr-fr,28
3024772,272679,184664,64,2018-10-03 11:16:08,fr-fr,28
3070611,272679,184664,64,2018-10-09 09:57:02,fr-fr,28
3033880,184664,184664,64,2018-10-04 09:57:52,fr-fr,28
3034911,184664,184664,64,2018-10-04 11:22:43,fr-fr,28
3013303,6416,184664,64,2018-10-02 10:09:43,fr-fr,28
3014648,272679,184664,64,2018-10-02 11:43:24,fr-fr,28
3036656,184664,184664,64,2018-10-04 13:41:26,fr-fr,28
3028130,272679,184664,64,2018-10-03 15:23:40,fr-fr,28
3014077,1142146,98471,47,2018-10-02 10:57:18,es-es,29
3013850,6416,98471,47,2018-10-02 10:41:52,es-es,29
3022620,98471,98471,47,2018-10-03 08:40:43,es-es,29
3014319,667004,472,3,2018-10-02 11:16:51,fr-fr,30
3014179,6416,472,3,2018-10-02 11:05:35,fr-fr,30
3015797,472,472,3,2018-10-02 13:04:04,fr-fr,30
3091089,6416,472,3,2018-10-11 09:42:52,fr-fr,30
3118831,667004,472,3,2018-10-15 13:39:58,fr-fr,30
3014297,667004,472,3,2018-10-02 11:14:17,fr-fr,30
3014237,6416,472,3,2018-10-02 11:10:09,fr-fr,30
3120013,472,472,3,2018-10-15 14:43:49,fr-fr,30
3014951,472,472,3,2018-10-02 12:08:14,fr-fr,30
3014217,667004,472,3,2018-10-02 11:08:43,fr-fr,30
3014355,6416,182547,62,2018-10-02 11:20:30,fr-fr,31
3025638,182547,182547,62,2018-10-03 12:29:29,fr-fr,31
3128875,215855,182547,62,2018-10-16 11:30:53,fr-fr,31
3158857,182547,182547,62,2018-10-19 07:24:29,fr-fr,31
3078483,215855,182547,62,2018-10-10 07:15:08,fr-fr,31
3136850,182547,182547,62,2018-10-17 08:42:02,fr-fr,31
3148283,215855,182547,62,2018-10-18 08:24:41,fr-fr,31
3085947,182547,182547,62,2018-10-10 16:00:08,fr-fr,31
3212273,182547,182547,62,2018-10-25 14:07:52,fr-fr,31
3015780,1139779,472,3,2018-10-02 13:03:01,fr-fr,32
3015829,472,472,3,2018-10-02 13:06:07,fr-fr,32
3014440,6416,472,3,2018-10-02 11:27:03,fr-fr,32
3015096,472,472,3,2018-10-02 12:17:58,fr-fr,32
3018456,1138991,577023,140,2018-10-02 15:59:00,fr-fr,33
3029696,1138991,577023,140,2018-10-03 17:56:36,fr-fr,33
3030208,1138991,577023,140,2018-10-03 19:16:20,fr-fr,33
3086701,1138991,577023,140,2018-10-10 17:09:13,fr-fr,33
3030207,1138991,577023,140,2018-10-03 19:16:18,fr-fr,33
3028668,1138991,577023,140,2018-10-03 16:05:17,fr-fr,33
3086977,577023,577023,140,2018-10-10 17:49:26,fr-fr,33
3014562,6416,577023,140,2018-10-02 11:37:25,fr-fr,33
3029929,577023,577023,140,2018-10-03 18:29:52,fr-fr,33
3030267,577023,577023,140,2018-10-03 19:28:10,fr-fr,33
3029653,1138991,577023,140,2018-10-03 17:52:28,fr-fr,33
3030727,1138991,577023,140,2018-10-03 21:47:04,fr-fr,33
3016493,577023,577023,140,2018-10-02 13:44:51,fr-fr,33
3037565,577023,577023,140,2018-10-04 14:55:01,fr-fr,33
3046263,577023,577023,140,2018-10-05 13:33:46,fr-fr,33
3040609,1138991,577023,140,2018-10-04 21:56:46,fr-fr,33
3019893,577023,577023,140,2018-10-02 18:33:14,fr-fr,33
3028669,1138991,577023,140,2018-10-03 16:05:18,fr-fr,33
3028731,577023,577023,140,2018-10-03 16:09:38,fr-fr,33
3014688,6416,235752,77,2018-10-02 11:46:58,es-es,34
3015999,235752,235752,77,2018-10-02 13:16:48,es-es,34
3017601,461290,461290,122,2018-10-02 14:55:52,fr-fr,35
3015429,6416,461290,122,2018-10-02 12:40:06,fr-fr,35
3015325,6416,461290,122,2018-10-02 12:33:01,fr-fr,35
3015371,1142493,461290,122,2018-10-02 12:36:07,fr-fr,35
3015500,6416,476386,125,2018-10-02 12:44:08,fr-fr,36
3015931,476386,476386,125,2018-10-02 13:12:38,fr-fr,36
3025159,184664,184664,64,2018-10-03 11:52:03,es-es,37
3024129,1142004,184664,64,2018-10-03 10:25:49,es-es,37
3015786,6416,184664,64,2018-10-02 13:03:22,es-es,37
3015940,184664,184664,64,2018-10-02 13:13:19,es-es,37
3036845,612348,612348,147,2018-10-04 13:55:50,es-es,38
3035212,6416,612348,147,2018-10-04 11:48:41,es-es,38
3016321,612348,612348,147,2018-10-02 13:35:31,es-es,38
3068150,971692,612348,147,2018-10-09 07:35:19,es-es,38
3080370,612348,612348,147,2018-10-10 09:27:08,es-es,38
3074011,772862,699838,167,2018-10-09 14:07:56,es-es,39
3016448,699838,699838,167,2018-10-02 13:42:25,es-es,39
3074052,430282,699838,167,2018-10-09 14:11:57,es-es,39
3042479,430282,699838,167,2018-10-05 08:47:37,es-es,40
3034845,1140377,699838,167,2018-10-04 11:15:29,es-es,40
3016476,699838,699838,167,2018-10-02 13:43:47,es-es,40
3016504,6416,340610,91,2018-10-02 13:45:52,fr-fr,41
3018044,340610,340610,91,2018-10-02 15:27:46,fr-fr,41
3024556,340610,340610,91,2018-10-03 10:59:10,fr-fr,41
3016506,699838,699838,167,2018-10-02 13:46:06,es-es,42
3019331,1137044,1056079,218,2018-10-02 17:19:26,fr-fr,43
3016740,6416,1056079,218,2018-10-02 14:00:58,fr-fr,43
3019001,1056079,1056079,218,2018-10-02 16:44:53,fr-fr,43
3022315,1056079,1056079,218,2018-10-03 08:22:02,fr-fr,43
3016596,6416,1056079,218,2018-10-02 13:51:37,fr-fr,43
3016886,788488,6451,8,2018-10-02 14:11:04,fr-fr,44
3024572,206089,6451,8,2018-10-03 11:00:26,fr-fr,44
3016599,6416,6451,8,2018-10-02 13:51:41,fr-fr,44
3016739,6416,6451,8,2018-10-02 14:00:57,fr-fr,44
3023559,6451,6451,8,2018-10-03 09:46:22,fr-fr,44
3019855,577023,577023,140,2018-10-02 18:27:01,fr-fr,45
3157684,1136346,577023,140,2018-10-18 20:05:13,fr-fr,45
3162800,577023,577023,140,2018-10-19 11:53:27,fr-fr,45
3157682,1136346,577023,140,2018-10-18 20:05:09,fr-fr,45
3017183,6416,577023,140,2018-10-02 14:28:14,fr-fr,45
3157683,1136346,577023,140,2018-10-18 20:05:10,fr-fr,45
3017229,6416,577023,140,2018-10-02 14:30:50,fr-fr,45
3154873,577023,577023,140,2018-10-18 14:59:31,fr-fr,45
3150624,6416,577023,140,2018-10-18 10:17:49,fr-fr,45
3018709,1136346,577023,140,2018-10-02 16:16:45,fr-fr,45
3017384,577023,577023,140,2018-10-02 14:40:29,fr-fr,45
3024910,1142552,21294,20,2018-10-03 11:28:16,fr-fr,46
3017414,1142552,21294,20,2018-10-02 14:43:18,fr-fr,46
3022866,21294,21294,20,2018-10-03 08:57:57,fr-fr,46
3017184,21294,21294,20,2018-10-02 14:28:25,fr-fr,46
3017407,6416,395289,101,2018-10-02 14:42:15,de-de,47
3019109,395289,395289,101,2018-10-02 16:53:49,de-de,47
3017518,636850,636850,154,2018-10-02 14:50:35,es-es,48
3017955,6416,1098932,226,2018-10-02 15:21:01,fr-fr,49
3021748,1098932,1098932,226,2018-10-03 07:34:57,fr-fr,49
3020880,1138630,1098932,226,2018-10-03 01:45:07,fr-fr,49
3043550,1098932,1098932,226,2018-10-05 09:58:32,fr-fr,49
3040726,1138630,1098932,226,2018-10-05 02:17:53,fr-fr,49
3043341,925288,1098932,226,2018-10-05 09:43:22,fr-fr,49
3017943,6416,1098932,226,2018-10-02 15:20:33,fr-fr,49
3018163,1138630,1098932,226,2018-10-02 15:35:32,fr-fr,49
3018142,1098932,1098932,226,2018-10-02 15:33:55,fr-fr,49
3018291,1098932,1098932,226,2018-10-02 15:45:54,fr-fr,49
3018090,490547,490547,126,2018-10-02 15:30:27,fr-fr,50
3018339,1130245,490547,126,2018-10-02 15:49:49,fr-fr,50
3019869,909437,490547,126,2018-10-02 18:28:58,fr-fr,51
3019871,909437,490547,126,2018-10-02 18:29:00,fr-fr,51
3019872,909437,490547,126,2018-10-02 18:29:02,fr-fr,51
3018139,490547,490547,126,2018-10-02 15:33:38,fr-fr,51
3019873,909437,490547,126,2018-10-02 18:29:04,fr-fr,51
3123209,909437,490547,126,2018-10-15 19:12:07,fr-fr,51
3128818,490547,490547,126,2018-10-16 11:26:25,fr-fr,51
3048427,490547,490547,126,2018-10-05 16:22:38,fr-fr,51
3036492,6416,490547,126,2018-10-04 13:28:32,fr-fr,51
3019870,909437,490547,126,2018-10-02 18:28:59,fr-fr,51
3018251,6416,182547,62,2018-10-02 15:42:25,de-de,52
3025891,182547,182547,62,2018-10-03 12:49:31,de-de,52
3060623,1133479,182547,62,2018-10-08 11:51:36,de-de,52
3070488,182547,182547,62,2018-10-09 09:49:44,de-de,52
3019179,1138781,788627,181,2018-10-02 17:02:03,fr-fr,53
3018359,6416,788627,181,2018-10-02 15:51:11,fr-fr,53
3027630,788627,788627,181,2018-10-03 14:47:12,fr-fr,53
3018896,1105516,1105516,228,2018-10-02 16:32:38,fr-fr,54
3019072,6416,182315,61,2018-10-02 16:50:59,fr-fr,55
3028307,182315,182315,61,2018-10-03 15:37:54,fr-fr,55
3019546,1137122,182315,61,2018-10-02 17:41:15,fr-fr,55
3018957,6416,182315,61,2018-10-02 16:40:39,fr-fr,55
3019148,1138365,46629,30,2018-10-02 16:58:11,es-es,56
3019043,6416,46629,30,2018-10-02 16:49:02,es-es,56
3019824,46629,46629,30,2018-10-02 18:23:34,es-es,56
3019084,6416,1056079,218,2018-10-02 16:51:31,fr-fr,57
3218682,1056079,1056079,218,2018-10-26 10:23:08,fr-fr,57
3019162,6416,1056079,218,2018-10-02 17:00:49,fr-fr,57
3028473,1056079,1056079,218,2018-10-03 15:50:53,fr-fr,57
3028298,1130882,1056079,218,2018-10-03 15:37:27,fr-fr,57
3040241,1130882,1056079,218,2018-10-04 19:56:25,fr-fr,57
3022232,1056079,1056079,218,2018-10-03 08:16:51,fr-fr,57
3042114,1056079,1056079,218,2018-10-05 08:22:39,fr-fr,57
3218494,1130882,1056079,218,2018-10-26 10:09:08,fr-fr,57
3216134,1130882,1056079,218,2018-10-26 07:11:15,fr-fr,57
3217073,1056079,1056079,218,2018-10-26 08:29:22,fr-fr,57
3092374,1056079,1056079,218,2018-10-11 11:20:23,fr-fr,57
3110395,1143577,6451,8,2018-10-14 15:27:11,fr-fr,58
3114606,6451,6451,8,2018-10-15 09:24:48,fr-fr,58
3024115,6451,6451,8,2018-10-03 10:25:18,fr-fr,58
3019965,6416,6451,8,2018-10-02 18:43:18,fr-fr,58
3024128,6451,6451,8,2018-10-03 10:25:45,fr-fr,59
3019970,6416,6451,8,2018-10-02 18:44:19,fr-fr,59
3020009,6416,577023,140,2018-10-02 18:50:42,fr-fr,60
3087894,577023,577023,140,2018-10-10 20:22:52,fr-fr,60
3096097,577023,577023,140,2018-10-11 16:02:06,fr-fr,60
3020048,577023,577023,140,2018-10-02 18:57:44,fr-fr,60
3087843,487678,577023,140,2018-10-10 20:12:31,fr-fr,60
3019982,6416,577023,140,2018-10-02 18:45:44,fr-fr,60
3020029,6416,476386,125,2018-10-02 18:54:00,fr-fr,61
3021797,476386,476386,125,2018-10-03 07:38:40,fr-fr,61
3020062,6416,476386,125,2018-10-02 19:00:33,fr-fr,61
3057053,866108,577023,140,2018-10-08 08:23:37,fr-fr,62
3130172,1058137,577023,140,2018-10-16 13:05:36,fr-fr,62
3130004,344021,577023,140,2018-10-16 12:54:02,fr-fr,62
3141102,577023,577023,140,2018-10-17 13:36:49,fr-fr,62
3134904,344021,577023,140,2018-10-17 04:28:40,fr-fr,62
3145653,344021,577023,140,2018-10-17 20:54:24,fr-fr,62
3145661,344021,577023,140,2018-10-17 20:55:16,fr-fr,62
3145654,344021,577023,140,2018-10-17 20:54:25,fr-fr,62
3131034,788488,577023,140,2018-10-16 14:07:42,fr-fr,62
3020180,577023,577023,140,2018-10-02 19:22:26,fr-fr,62
3237865,577023,577023,140,2018-10-29 15:47:22,fr-fr,62
3230517,1099168,577023,140,2018-10-29 08:36:28,fr-fr,62
3020105,6416,577023,140,2018-10-02 19:10:22,fr-fr,62
3061590,577023,577023,140,2018-10-08 12:56:19,fr-fr,62
3145660,344021,577023,140,2018-10-17 20:55:16,fr-fr,62
3145648,6416,577023,140,2018-10-17 20:53:03,fr-fr,62
3130003,344021,577023,140,2018-10-16 12:54:01,fr-fr,62
3134123,577023,577023,140,2018-10-16 19:22:11,fr-fr,62
3145656,344021,577023,140,2018-10-17 20:54:30,fr-fr,62
3020101,6416,577023,140,2018-10-02 19:09:31,fr-fr,62
3153766,577023,577023,140,2018-10-18 13:45:23,fr-fr,62
3020358,6416,184664,64,2018-10-02 20:00:48,fr-fr,63
3180791,184664,184664,64,2018-10-22 13:55:19,fr-fr,63
3024425,184664,184664,64,2018-10-03 10:48:39,fr-fr,63
3180288,349633,184664,64,2018-10-22 13:31:03,fr-fr,63
3020397,6416,184664,64,2018-10-02 20:10:06,fr-fr,63
3020462,819904,577023,140,2018-10-02 20:27:33,fr-fr,64
3025231,577023,577023,140,2018-10-03 11:58:04,fr-fr,64
3020451,6416,577023,140,2018-10-02 20:24:53,fr-fr,64
3151173,420400,420400,110,2018-10-18 10:49:51,fr-fr,65
3020546,420400,420400,110,2018-10-02 20:57:30,fr-fr,65
3155148,420400,420400,110,2018-10-18 15:16:45,fr-fr,65
3152968,1138578,420400,110,2018-10-18 12:55:20,fr-fr,65
3147228,6416,420400,110,2018-10-18 07:21:36,fr-fr,65
3147371,6416,420400,110,2018-10-18 07:30:29,fr-fr,65
3020626,6416,461910,123,2018-10-02 21:21:53,fr-fr,66
3020658,6416,461910,123,2018-10-02 21:30:57,fr-fr,66
3021489,461910,461910,123,2018-10-03 07:13:23,fr-fr,66
3045660,6451,6451,8,2018-10-05 12:47:01,fr-fr,67
3020629,6416,6451,8,2018-10-02 21:23:16,fr-fr,67
3024292,6451,6451,8,2018-10-03 10:38:26,fr-fr,67
3040683,1131864,6451,8,2018-10-04 23:04:35,fr-fr,67
3021876,434931,434931,113,2018-10-03 07:45:58,es-es,68
3020839,6416,434931,113,2018-10-02 23:12:58,es-es,68
3031585,1106547,434931,113,2018-10-04 07:16:12,es-es,68
3023357,434931,434931,113,2018-10-03 09:31:32,es-es,68
3022140,1106547,434931,113,2018-10-03 08:09:50,es-es,68
3021149,6416,33720,27,2018-10-03 06:13:25,fr-fr,69
3021799,6416,577023,140,2018-10-03 07:39:06,fr-fr,70
3027234,577023,577023,140,2018-10-03 14:21:03,fr-fr,70
3021804,6416,610118,146,2018-10-03 07:39:35,fr-fr,71
3021815,6416,610118,146,2018-10-03 07:40:07,fr-fr,71
3036980,1136873,610118,146,2018-10-04 14:06:40,fr-fr,71
3024746,610118,610118,146,2018-10-03 11:14:12,fr-fr,71
3165373,1099156,395684,103,2018-10-19 15:05:07,es-es,72
3115849,1122392,395684,103,2018-10-15 10:28:51,es-es,72
3132185,395684,395684,103,2018-10-16 15:36:34,es-es,72
3130413,1122392,395684,103,2018-10-16 13:24:46,es-es,72
3038868,395684,395684,103,2018-10-04 16:34:31,es-es,72
3023348,1122392,395684,103,2018-10-03 09:31:08,es-es,72
3154871,395684,395684,103,2018-10-18 14:59:24,es-es,72
3212476,1099156,395684,103,2018-10-25 14:20:09,es-es,72
3146652,1122392,395684,103,2018-10-18 06:28:12,es-es,72
3115892,1122392,395684,103,2018-10-15 10:30:36,es-es,72
3167733,395684,395684,103,2018-10-19 23:31:01,es-es,72
3115859,1122392,395684,103,2018-10-15 10:29:14,es-es,72
3115866,1122392,395684,103,2018-10-15 10:29:31,es-es,72
3115873,1122392,395684,103,2018-10-15 10:29:56,es-es,72
3023323,6416,395684,103,2018-10-03 09:29:44,es-es,72
3146642,1122392,395684,103,2018-10-18 06:27:16,es-es,72
3146646,1122392,395684,103,2018-10-18 06:27:41,es-es,72
3224169,395684,395684,103,2018-10-26 22:26:31,es-es,72
3073822,378814,378814,97,2018-10-09 13:53:22,fr-fr,73
3023835,6416,378814,97,2018-10-03 10:06:50,fr-fr,73
3027091,378814,378814,97,2018-10-03 14:11:42,fr-fr,73
3035868,1144160,6451,8,2018-10-04 12:43:14,fr-fr,74
3024090,6416,6451,8,2018-10-03 10:23:41,fr-fr,74
3024190,6416,6451,8,2018-10-03 10:30:09,fr-fr,74
3032758,6451,6451,8,2018-10-04 08:39:33,fr-fr,74
3025157,831132,831132,185,2018-10-03 11:51:52,es-es,75
3028434,1142213,831132,185,2018-10-03 15:47:41,es-es,75
3024189,6416,831132,185,2018-10-03 10:30:07,es-es,75
3024254,6416,461290,122,2018-10-03 10:34:48,fr-fr,76
3026933,461290,461290,122,2018-10-03 14:02:45,fr-fr,76
3024498,977350,977350,206,2018-10-03 10:54:41,es-es,77
3024386,6416,977350,206,2018-10-03 10:46:11,es-es,77
3027600,934653,977350,206,2018-10-03 14:45:12,es-es,77
3024486,6416,15646,15,2018-10-03 10:53:37,es-es,78
3028589,15646,15646,15,2018-10-03 15:58:50,es-es,78
3024533,6416,184664,64,2018-10-03 10:57:42,es-es,79
3025015,184664,184664,64,2018-10-03 11:36:57,es-es,79
3036216,391724,391724,100,2018-10-04 13:06:25,es-es,80
3067521,1144547,391724,100,2018-10-09 06:13:23,es-es,80
3070706,1144547,391724,100,2018-10-09 10:03:34,es-es,80
3024586,6416,391724,100,2018-10-03 11:01:02,es-es,80
3024604,340610,340610,91,2018-10-03 11:02:18,fr-fr,81
3027463,527252,527252,131,2018-10-03 14:36:31,es-es,82
3147143,6416,527252,131,2018-10-18 07:16:02,es-es,82
3150603,527252,527252,131,2018-10-18 10:16:54,es-es,82
3024686,6416,527252,131,2018-10-03 11:08:53,es-es,82
3027633,233200,10796,13,2018-10-03 14:47:30,es-es,83
